Wärmebrücke,Zusatzinfo Wärmebrücke,Bezeichnung,Psi-Wert,mit Referenzbauteil,ebz,W&P,VHAG,Datum,Nr.,BV,Name,Farbe,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP16(19)-120mm036US+FS-100mm036_ohne Foamglas ohne SD,0.1170,,,,X,08.06.2016,755,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP16(19)-140mm036US+FS-100mm036_ohne Foamglas ohne SD,0.1276,,,,X,17.06.2016,774,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP16(19)-200mm037US+FS-100mm036_ohne Foamglas+SD,0.1520,,,,X,29.04.2021,2167,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP16(19)-200mm037US+FS-100mm036_ohne Foamglas + SD_rel. Länge ab UKUS,0.1022,,,,X,27.10.2021,2315,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP18(19)-060mm035US+FS_ohne Foamglas +SD,0.0824,,,,X,20.12.2018,1661,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP18(19)-200mm039US_EH40_ohne Foamglas mit SD_Ausgleichsstein PPW4_Streifenfundament (40cm),0.1356,,,,X,08.02.2021,2110,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP20(19)-060mm035US+FS-060mm035_ohne Foamglas + OHNE SD,0.0885,,,,X,03.08.2018,1542,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP20(19)-060mm035US+FS_EH40_ohne Foamglas mit SD,0.0482,,,,X,03.03.2020,1947,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP20(19)-140mm039US_ohne Foamglas_ohne SD_Sockel mit Streifenfundament,0.1332,,,,X,11.03.2019,1727,85830,Link,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP20(19)-140mm039US_ohne Foamglas_ohne SD_Sockel mit Streifenfundament,0.0667,,,,X,11.03.2019,1727,85830,Link,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP20(19)-140mm039US+FS-100mm036_ohne Foamglas+SD,0.1396,,,,X,11.03.2019,1727,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP20(19)-140mm039US+FS-100mm036_ohne Foamglas mit SD,0.0860,,,,X,12.05.2021,2172,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP20(19)-140mm041US+FS-100mm036_EH40_ohne Foamglas mit SD,0.0966,,,,X,27.03.2023,2555,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP20(19)-200mm037US+FS-100mm036_ohne Foamglas+SD,0.1703,,,,X,01.02.2018,1438,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP22(19)-060mm035US+FS_ohne Foamglas +SD,0.0941,,,,X,09.05.2019,1773,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP25(19)-060mm035US+FS_ohne Foamglas + SD,0.1024,,,,X,13.12.2021,2349,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP25(19)-060mm035US_EH40_ohne Foamglas +ohne SD_Streifenfundament(30cm),0.0819,,,,X,29.03.2023,2556,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP25(19)-060mm035US+FS_mit 6 cm Foamglas052 mit SD,0.0203,,,,X,20.05.2021,2178,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP25(19)-140mm036US+100mmFS036_EH40_mit 5cm Foamglas 058 mit SD,0.0478,,,,X,12.09.2023,2593,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP25(19)-200mm039US+FS-100mm036_ohne Foamglas+SD,0.1951,,,,X,27.05.2020,1990,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP25(19)-200mm039US_ohne Foamglas_ohne SD_Sockel mit Streifenfundament,0.1007,,,,X,05.07.2017,1276,85415,Düser,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP25(19)-200mm041US + FS-100mm036_ohne Foamglas+SD,0.1867,,,,X,22.03.2021,2140,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP25(19)-200mm041US_ohne Foamglas+ ohneSD_Streifenfundament (40cm),0.1864,,,,X,11.01.2021,2094,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP25(19)-200mm041US_ohne Foamglas+ ohneSD_Streifenfundament (50cm),0.1854,,,,X,02.11.2022,2502,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP30(19)-060mm035US_ohne FS_ohne Foamglas + ohne SD,0.1142,,,,X,26.10.2018,1620,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP30(19)-060mm035US+60mmFS035_EH40_ohne Foamglas mit SD,0.0747,,,,X,16.08.2022,2471,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP30(19)-140mm036US_ohne FS mit SD_ohne Foamglas,0.1078,,,,X,19.04.2016,648,84509,Paulini,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP30(19)-140mm036US_ohne FS_ohne SD_ohne Foamglas,0.1839,,,,X,22.06.2017,1257,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP30(19)-200mm042US+FS-100mm036_ohne Foamglas+SD,0.1969,,,,X,30.01.2019,1686,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm032-BP30(19)-200mm039US+FS-100mm036_ohne Foamglas + SD,0.2030,,,,X,13.12.2017,1404,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm035-BP16(19)-060mm035US+FS-060mm035_ohne Foamglas + OHNE SD,0.0726,,,,X,22.03.2017,1100,,,light orange,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm035-BP16(19)-060mm035US+FS-120mm035_ohne Foamglas + OHNE SD,0.0698,,,,X,20.01.2017,1010,,,light yellow,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm035-BP16(19)-060mm037US+FS_ohne Foamglas +SD,0.0702,,,,X,14.03.2019,1737,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm035-BP16(19)-080mm036US_ohne FS_ohne Foamglas MIT 80mm036 SD,0.0569,,,,X,29.04.2016,669,,FP ohne FS,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm035-BP16(19)-100mm036US+FS-100mm036_ohne Foamglas +ohne SD,0.1029,,,,X,25.04.2016,661,,,light cornflower blue,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm035-BP18(19)-060mm035US+FS-035_ohne Foamglas +ohne SD,0.0795,,,,X,24.08.2017,1317,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm035-BP20(19)-060mm035US+FS-060mm035_ohne Foamglas + OHNE SD,0.0851,,,,X,18.08.2017,1312,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm035-BP22(19)-060mm035US+FS_ohne Foamglas +SD,0.0913,,,,X,02.05.2019,1769,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm035-BP30(19)-060mm035US_ohne FS_ohne SD_ohne Foamglas,0.1132,,,,X,22.05.2017,1211,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm035-BP30(19)-100mm038US+FS-100mm038_ohne Foamglas OHNE SD,0.1442,,,,X,21.12.2016,984,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-15PPW6-160mm035-BP30(19)-200mm042US+FS-100mm036_ohne Foamglas+SD,0.1941,,,,X,23.01.2019,1679,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-P-17,5PPW2-120mm035-BP16(19)-060mm035US+FS",0.0451,,,,X,17.06.2014,248,,???,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-P-17,5PPW2-120mm035-BP16(19)-060mm035US+FS",0.0454,,,,X,03.07.2015,404,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-P-17,5PPW4-120mm035-BP16(19)-060mm035US+FS",0.0529,,,,X,28.08.20014,270,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-P-17,5PPW4-120mm035-BP16(19)-060mm035US+FS-erhöhte Terrasse h=30",0.0533,,,,X,18.07.2015,418,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-P-17,5PPW4-120mm035-BP30(19)-ohne Untersohle",-0.0410,,,,X,01.04.2015,357,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-P-17,5PPW6-120mm035-100mm028-BP16(19)-060mm037US+FS",0.0712,,,,X,22.10.2015,473,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-P-17,5PPW6-120mm035-BP16(19)-060mm035US+FS",0.0711,,,,X,12.08.2016,833,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-P-20PPW4-100mm035-028-BP16(19)-060mm035US+FS,0.0519,,,,X,02.09.2013,127,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-V-15KS(1,2)-160mm032-BP25(19)-060mm035US+FS_EH40_ohne Foamglas +ohne SD",0.1984,,,,X,24.10.2022,2499,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-V-15KS(1,4)-160mm032-BP16(19)-060mm035US+FS_ohne Foamglas +ohne SD",0.1873,,,,X,19.05.2017,1204,,,light yellow,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-V-15KS(1,4)-160mm032-BP30(19)-140mm036US_ohne FS_ohne SD_ohne Foamglas",0.2096,,,,X,30.05.2018,1504,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-V-15KS(1,4)-160mm032-BP30(19)-200mm037US_ohne FS_mit SD_ohne Foamglas",0.2236,,,,X,07.06.2018,1509,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-V-15KS(1,4)-160mm032-BP30(19)-200mm037US_ohne FS_ohne SD_ohne Foamglas",0.3342,,,,X,06.06.2018,1507,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-V-15KS(1,4)-160mm035-BP16(19)-060mm035US+FS_ohne Foamglas + SD",0.1826,,,,X,29.03.2019,1747,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-V-15KS(1,4)-160mm035-BP30(19)-200mm039US+FS-100mm036_ohne Foamglas+SD",0.3211,,,,X,14.06.2018,1516,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-V-15KS(1,8)-160mm032-BP20(19)-060mm035US+FS_EH40_ohne Foamglas + SD",0.2547,,,,X,17.06.2020,1996,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-V-15KS(1,8)-160mm032-BP25(19)-060mm035US+FS_EH40_ohne Foamglas mit SD",0.1955,,,,X,14.11.2023,2604,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-V-15KS(1,8)-160mm035-BP16(19)-060mm035US+FS_EH40_ohne Foamglas + SD",0.2286,,,,X,01.04.2020,1967,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-V-15KS(2,0)-160mm032-BP16(19)-100mm036US+FS-100mmFS036_ohne Foamglas+ohne SD",0.2679,,,,X,08.06.2017,1234,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-V-15KS(2,0)-160mm032-BP18(19)-060mm035US+FS_ohne Foamglas + SD",0.2597,,,,X,23.02.2024,2642,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-V-15KS(2,0)-160mm032-BP25(19)-100mm038US+FS-100mm038_ohne Foamglas_ohneSD",0.3185,,,,X,17.05.2017,1196,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),"AW44-V-15KS(2,0)-160mm032-BP30(19)-200mm037US_ohne FS_ohne Foamglas+mitSD",0.2391,,,,X,04.11.2017,1352,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-120mm035-100mm028-BP16(19)-060mm035US+FS-erhöhte Terrasse-stark bel,0.0375,,,,X,17.07.2015,413,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-140mm035-BP16(19)-060mm035US+FS_ohne Foamglas +ohne SD,0.0344,,,,X,10.11.2016,945,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-140mm035-BP16(19)-ohne Untersohle_ohne Foamglas +ohne SD,-0.0533,,,,X,11.11.2016,948,,M301,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(14)-060mm035US+FS_ohne Foamglas mit 80mm SD_Ausgleichsstein PPW4,0.0367,,,,X,20.09.2018,1588,,V1 UrbanStyle,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(14)-060mm035US+FS_ohne Foamglas mit 80mm SD_Ausgleichsstein PPW4,0.0379,,,,X,23.09.2018,1592,,V1 UrbanStyle,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-060mm035US+FS,0.0520,,,,x,30.03.2017,1120,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-060mm035US+FS_ohne Foamglas +ohne SD,0.0418,,,,X,09.03.2017,1068,,,light grey,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-060mm035US+FS_ohne Foamglas +ohne SD_Ausgleichsstein PPW4,0.0444,,,,X,06.11.2019,1895,,,light green,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-060mm035US+FS_ohne Foamglas+SD_Ausgleichsstein PPW4_stark belüftet,0.0463,,,,X,14.01.2020,1922,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-060mm035US+FS-060mm035_ohne Foamglas MIT SD,0.0195,,,,X,23.03.2018,1467,85878,Zambon,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-060mm035US_EH40_ohne Foamglas + SD_Ausgleichsstein PPW4_Streifenfundament (30cm),0.0325,,,,X,20.08.2021,2242,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-060mm035US_EH40_ohne Foamglas + SD_Ausgleichsstein PPW4_Streifenfundament (40cm),0.0351,,,,X,20.10.2022,2498,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW 2-160mm032BP16(19)-060mm035US_EH40_ohne Foamglas + SD_Ausgleichsstein PPW4_Streifenfundament (50cm),0.0396,,,,X,22.11.2022,2515,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-060mm035US+FS-120mm,0.0500,,,,x,30.03.2017,1120,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-060mm037US+FS_ohne Foamglas +ohne SD_Ausgleichsstein PPW4,0.0418,,,,X,13.12.2021,2350,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-100mm035US+FS-100mm,0.0750,,,,x,30.03.2017,1120,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-100mm036US_ohne Foamglas_ohne SD_Sockel mit Streifenfundament,0.0410,,,,X,04.04.2017,1122,85250,Biehler,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-100mm036US+FS_ohne Foamglas mit SD_Ausgleichsstein PPW4_rel. Länge ab UK US,0.0097,,,,X,26.02.2019,1714,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-100mm036US+FS-100mm_ohne Foamglas und SD,0.0793,,,,X,17.11.2016,955,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-100mm036US+FS-100mm_ohne Foamglas und SD_bis UK Thermosohle für PHPP,0.0355,,,,X,14.12.2017,1411,85968,Dornau,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-100mm036US+FS-100mm_ohne Foamglas-SD,0.0724,,,,X,16.03.2016,581,,,light blue,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-100mm036US+FS-100mm036_ohne Foamglas + SD_Ausgleichsstein PPW4,0.0751,,,,X,27.11.2018,1641,,,light yellow,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-100mm036US+FS-100mm036_ohne Foamglas + SD_Streifenfundament,0.0608,,,,X,17.10.2016,921,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-100mm036US+100mmFS036_ohne Foamglas mit SD_Ausgleichsstein PPW4,0.0486,,,,X,21.09.2022,2484,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-100mm036US+FS-100mm036_ohne Foamglas mit SD,0.0439,,,,X,03.07.2017,1275,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-100mm038US+FS_ohne SD_ohne Foamglas,0.0695,,,,X,03.06.2016,744,,,light green,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-100mm038US+FS-100mm038_ohne Foamglas + SD,0.0688,,,,X,04.08.2016,816,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-100mm038US+FS-100mm036_ohne Foamglas+ SD_Ausgleichsstein PPW4_rel. Länge ab UK US,0.0339,,,,X,15.04.2021,2154,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-100mm041US+FS-100mm_ohne Foamglas ohne SD,0.0669,,,,X,24.10.2015,1345,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-120mm036US_ohne FS+ohne SD_Sockel mit Streifenfundament,0.0143,,,,X,11.05.2016,696,84511,Krolop,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-120mm036US-120mm+FS,0.0193,,,,X,18.07.2015,356,,,light green,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-120mm036US+FS-060mm,0.0242,,,,X,21.03.2015,351,,V1,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-120mm036US+FS-100mm_mit Foamglas und SD,0.0139,,,,X,11.03.2016,440,,,light yellow,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-120mm036US+FS-100mm_ohne Foamglas mit SD,0.0573,,,,X,27.08.2015,440,,,light yellow,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-120mm036US+FS-100mm_ohne Foamglas ohne SD,0.0863,,,,X,27.08.2015,574,,,light yellow,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-120mm036US+FS-100mm_ohne Foamglas+SD-erhöhte Terrasse140mm032,0.0852,,,,X,10.03.2016,422,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-120mm036US+FS-100mm036_ohne Foamglas MIT SD,0.0548,,,,X,23.03.2017,1103,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-120mm036US+FS-100mm036_ohne Foamglas+ ohneSD_Streifenfundament,0.0752,,,,X,08.02.2017,1028,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-120mm039US+FS_ohne Foamglas + SD,0.0790,,,,X,20.04.2016,649,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-140mm036US-060mm+FS-035_ohne Foamglas,0.0668,,,,X,28.08.2015,441,,,light blue,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-140mm036US-100mm+FS,0.0266,,,,X,01.04.2015,441,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-140mm036US+FS-060mm035_ohne Foamglas+SD,0.0963,,,,X,28.08.2016,347,,,light yellow,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-140mm036US+FS-100mm036_ohne Foamglas + SD_Ausgleichsstein PPW4,0.0984,,,,X,28.11.2018,1643,,,light green,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-140mm036US+FS-100mm036_ohne Foamglas ohne SD,0.0953,,,,X,27.04.2016,664,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-140mm036US+FS-100mm036_ohne Foamglas_MIT SD,0.0643,,,,X,25.05.2016,725,84619,Steinmeyer,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-140mm036US+FS-100mm036+MITSD,0.0719,,,,X,06.10.2016,911,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-140mm039US+FS-100mm036_ohne Foamglas ohne SD,0.0898,,,,X,14.06.2016,768,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-140mm039US+FS-100mm036_ohne Foamglas mit SD_Ausgleichsstein PPW4,0.0700,,,,X,10.08.2023,2589,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-140mm042US+FS-100mm036_ohne Foamglas + SD_Ausgleichsstein PPW4,0.0822,,,,X,13.01.2023,2529,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-160mm043US+FS-100mm036_ohne Foamglas + SD_Ausgleichsstein PPW4,0.0952,,,,X,19.10.2021,2305,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-200mm037US_ohne Foamglas + ohne SD_Sockel mit Streifenfundament,0.0886,,,,X,03.04.2017,1121,85277,Nunez,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-200mm037US+FS_ohne Foamglas mit SD_Ausgleichsstein PPW4_ab UK US,0.0365,,,,X,26.02.2019,1713,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-200mm037US+FS-100mm,0.0418,,,,X,16.04.2015,232,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-200mm037US+FS-100mm036_4cmFoamglas052 + SD,0.0386,,,,X,26.05.2016,732,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-200mm037US+FS-100mm036_ohne Foamglas ohneSD,0.1186,,,,X,18.05.2016,709,,,light orange 3,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-200mm037US+FS-100mm036 mit SD_ohne Foamglas,0.0830,,,,X,27.03.2017,1110,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-200mm037US+FS100mm,0.0430,,,,X,16.03.2015,367,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-200mm039US+FS-100mm036_ohne Foamglas+ ohneSD,0.1157,,,,X,23.03.2017,1102,,,,,
Außenwand auf Bodenplatte (EG),Erhöhte Terrasse (140mm028),AW44-V-15PPW2-160mm032-BP16(19)-ohne Untersohle_ohne Foamglas,-0.0501,,,,X,06.04.2016,611,,,light red,,
